0_0: transcript:QX1410.16786.1
1_20249: transcript:QX1410.7141.1
1_20250: transcript:QX1410.7142.1
1_20251: transcript:QX1410.7142.2
1_20252: transcript:QX1410.7143.1
1_20253: transcript:QX1410.7143.2
1_20254: transcript:QX1410.7143.3
1_20255: transcript:QX1410.7144.1
1_20256: transcript:QX1410.7145.1
1_20257: transcript:QX1410.7145.2
1_20258: transcript:QX1410.7145.3
1_20259: transcript:QX1410.7146.1
1_20260: transcript:QX1410.7147.1
1_20261: transcript:QX1410.7147.2
1_20262: transcript:QX1410.7148.1
1_20263: transcript:QX1410.7148.2
1_20264: transcript:QX1410.7149.1
1_20265: transcript:QX1410.7149.2
1_20266: transcript:QX1410.7149.3
1_20267: transcript:QX1410.7150.1
1_20268: transcript:QX1410.7151.1
1_20269: transcript:QX1410.7151.2
1_20270: transcript:QX1410.7151.3
1_20271: transcript:QX1410.7151.4
1_20272: transcript:QX1410.7152.1
1_20273: transcript:QX1410.7152.2
1_20274: transcript:QX1410.7153.1
1_20275: transcript:QX1410.7153.2
1_20276: transcript:QX1410.7154.1
1_20277: transcript:QX1410.7154.2
1_20278: transcript:QX1410.7155.1
1_20279: transcript:QX1410.7154.3
1_20280: transcript:QX1410.7156.1
1_20281: transcript:QX1410.7156.2
1_20282: transcript:QX1410.7157.1
1_20283: transcript:QX1410.7158.1
1_20284: transcript:QX1410.7159.1
1_20285: transcript:QX1410.7160.1
1_20286: transcript:QX1410.7161.1
1_20287: transcript:QX1410.7161.2
1_20288: transcript:QX1410.7161.3
1_20289: transcript:QX1410.7162.1
1_20290: transcript:QX1410.7163.1
1_20291: transcript:QX1410.7164.1
1_20292: transcript:QX1410.7164.2
1_20293: transcript:QX1410.7165.1
1_20294: transcript:QX1410.7166.1
1_20295: transcript:QX1410.7166.2
1_20296: transcript:QX1410.7166.3
1_20297: transcript:QX1410.7166.4
1_20298: transcript:QX1410.7166.5
1_20299: transcript:QX1410.7167.1
1_20300: transcript:QX1410.7167.2
1_20301: transcript:QX1410.7168.1
1_20302: transcript:QX1410.7169.1
1_20303: transcript:QX1410.7170.1
1_20304: transcript:QX1410.7170.2
1_20305: transcript:QX1410.7170.3
1_20306: transcript:QX1410.7170.4
1_20307: transcript:QX1410.7170.5
1_20308: transcript:QX1410.7171.1
1_20309: transcript:QX1410.7171.2
1_20310: transcript:QX1410.7171.3
1_20311: transcript:QX1410.7171.4
1_20312: transcript:QX1410.7172.1
1_20313: transcript:QX1410.7172.2
1_20314: transcript:QX1410.7172.3
1_20315: transcript:QX1410.7173.1
1_20316: transcript:QX1410.7173.2
1_20317: transcript:QX1410.7173.3
1_20318: transcript:QX1410.7173.4
1_20319: transcript:QX1410.7173.5
1_20320: transcript:QX1410.7173.6
1_20321: transcript:QX1410.7174.1
1_20322: transcript:QX1410.7175.1
1_20323: transcript:QX1410.7175.2
1_20324: transcript:QX1410.7175.3
1_20325: transcript:QX1410.7175.4
1_20326: transcript:QX1410.7176.1
1_20327: transcript:QX1410.7177.1
1_20328: transcript:QX1410.7178.1
1_20329: transcript:QX1410.7178.2
1_20330: transcript:QX1410.7179.1
1_20331: transcript:QX1410.7179.2
1_20332: transcript:QX1410.7180.1
1_20333: transcript:QX1410.7180.2
1_20334: transcript:QX1410.7181.1
1_20335: transcript:QX1410.7182.1
1_20336: transcript:QX1410.7183.1
1_20337: transcript:QX1410.7183.2
1_20338: transcript:QX1410.7184.1
1_20339: transcript:QX1410.7184.2
1_20340: transcript:QX1410.7185.1
1_20341: transcript:QX1410.7185.2
1_20342: transcript:QX1410.7185.3
1_20343: transcript:QX1410.7186.1
1_20344: transcript:QX1410.7187.1
1_20345: transcript:QX1410.7188.1
1_20346: transcript:QX1410.7189.1
1_20347: transcript:QX1410.7189.2
1_20348: transcript:QX1410.7189.3
1_20349: transcript:QX1410.7190.1
1_20350: transcript:QX1410.7191.1
1_20351: transcript:QX1410.7192.1
1_20352: transcript:QX1410.7192.2
1_20353: transcript:QX1410.7193.1
1_20354: transcript:QX1410.7194.1
1_20355: transcript:QX1410.7195.1
1_20356: transcript:QX1410.7196.1
1_20357: transcript:QX1410.7197.1
1_20358: transcript:QX1410.7197.2
1_20359: transcript:QX1410.7198.1
1_20360: transcript:QX1410.7198.2
1_20361: transcript:QX1410.7199.1
1_20362: transcript:QX1410.7199.2
1_20363: transcript:QX1410.7199.3
1_20364: transcript:QX1410.7199.4
1_20365: transcript:QX1410.7199.5
1_20366: transcript:QX1410.7199.6
1_20367: transcript:QX1410.7199.7
1_20368: transcript:QX1410.7200.1
1_20369: transcript:QX1410.7201.1
1_20370: transcript:QX1410.7201.2
1_20371: transcript:QX1410.7201.3
1_20372: transcript:QX1410.7201.4
1_20373: transcript:QX1410.7202.1
1_20374: transcript:QX1410.7203.1
1_20375: transcript:QX1410.7204.1
1_20376: transcript:QX1410.7205.1
1_20377: transcript:QX1410.7205.2
1_20378: transcript:QX1410.7206.1
1_20379: transcript:QX1410.7206.2
1_20380: transcript:QX1410.7207.1
1_20381: transcript:QX1410.7207.2
1_20382: transcript:QX1410.7208.1
1_20383: transcript:QX1410.7208.2
1_20384: transcript:QX1410.7208.3
1_20385: transcript:QX1410.7208.4
1_20386: transcript:QX1410.7209.1
1_20387: transcript:QX1410.7209.2
1_20388: transcript:QX1410.7209.3
1_20389: transcript:QX1410.7210.1
1_20390: transcript:QX1410.7210.2
1_20391: transcript:QX1410.7211.1
1_20392: transcript:QX1410.7211.2
1_20393: transcript:QX1410.7211.3
1_20394: transcript:QX1410.7211.4
1_20395: transcript:QX1410.7211.5
1_20396: transcript:QX1410.7212.1
1_20397: transcript:QX1410.7213.1
1_20398: transcript:QX1410.7214.1
1_20399: transcript:QX1410.7215.1
1_20400: transcript:QX1410.7215.2
1_20401: transcript:QX1410.7215.3
1_20402: transcript:QX1410.7215.4
1_20403: transcript:QX1410.7216.1
1_20404: transcript:QX1410.7216.2
1_20405: transcript:QX1410.7217.1
1_20406: transcript:QX1410.7217.2
1_20407: transcript:QX1410.7218.1
1_20408: transcript:QX1410.7219.1
1_20409: transcript:QX1410.7220.1
1_20410: transcript:QX1410.7221.1
1_20411: transcript:QX1410.7222.1
1_20412: transcript:QX1410.7222.2
1_20413: transcript:QX1410.7223.1
1_20414: transcript:QX1410.7224.1
1_20415: transcript:QX1410.7225.1
1_20416: transcript:QX1410.7225.2
1_20417: transcript:QX1410.7226.1
1_20418: transcript:QX1410.7227.1
1_20419: transcript:QX1410.7228.1
1_20420: transcript:QX1410.7228.2
1_20421: transcript:QX1410.7229.1
1_20422: transcript:QX1410.7229.2
1_20423: transcript:QX1410.7229.3
1_20424: transcript:QX1410.7229.4
1_20425: transcript:QX1410.7230.1
1_20426: transcript:QX1410.7230.2
1_20427: transcript:QX1410.7230.3
1_20428: transcript:QX1410.7230.4
1_20429: transcript:QX1410.7231.1
1_20430: transcript:QX1410.7232.1
1_20431: transcript:QX1410.7233.1
1_20432: transcript:QX1410.7234.1
1_20433: transcript:QX1410.7234.2
1_20434: transcript:QX1410.7235.1
1_20435: transcript:QX1410.7236.1
1_20436: transcript:QX1410.7236.2
1_20437: transcript:QX1410.7237.1
1_20438: transcript:QX1410.7237.2
1_20439: transcript:QX1410.7238.1
1_20440: transcript:QX1410.7239.1
1_20441: transcript:QX1410.7239.2
1_20442: transcript:QX1410.7239.3
1_20443: transcript:QX1410.7240.1
1_20444: transcript:QX1410.7241.1
1_20445: transcript:QX1410.7241.2
1_20446: transcript:QX1410.7242.1
1_20447: transcript:QX1410.7243.1
1_20448: transcript:QX1410.7244.1
1_20449: transcript:QX1410.7244.2
1_20450: transcript:QX1410.7245.1
1_20451: transcript:QX1410.7245.2
1_20452: transcript:QX1410.7245.3
1_20453: transcript:QX1410.7245.4
1_20454: transcript:QX1410.7246.1
1_20455: transcript:QX1410.7247.1
1_20456: transcript:QX1410.7247.2
1_20457: transcript:QX1410.7247.3
1_20458: transcript:QX1410.7247.4
1_20459: transcript:QX1410.7248.1
1_20460: transcript:QX1410.7249.1
1_20461: transcript:QX1410.7249.2
1_20462: transcript:QX1410.7250.1
1_20463: transcript:QX1410.7251.1
1_20464: transcript:QX1410.7250.2
1_20465: transcript:QX1410.7251.2
1_20466: transcript:QX1410.7251.3
1_20467: transcript:QX1410.7252.1
1_20468: transcript:QX1410.7252.2
1_20469: transcript:QX1410.7253.1
1_20470: transcript:QX1410.7253.2
1_20471: transcript:QX1410.7253.3
1_20472: transcript:QX1410.7253.4
1_20473: transcript:QX1410.7253.5
1_20474: transcript:QX1410.7253.6
1_20475: transcript:QX1410.7254.1
1_20476: transcript:QX1410.7254.2
1_20477: transcript:QX1410.7254.3
1_20478: transcript:QX1410.7255.1
1_20479: transcript:QX1410.7256.1
1_20480: transcript:QX1410.7257.1
1_20481: transcript:QX1410.7258.1
1_20482: transcript:QX1410.7259.1
1_20483: transcript:QX1410.7259.2
1_20484: transcript:QX1410.7260.1
1_20485: transcript:QX1410.7261.1
1_20486: transcript:QX1410.7262.1
1_20487: transcript:QX1410.7263.1
1_20488: transcript:QX1410.7264.1
1_20489: transcript:QX1410.7264.2
1_20490: transcript:QX1410.7265.1
1_20491: transcript:QX1410.7265.2
1_20492: transcript:QX1410.7265.3
1_20493: transcript:QX1410.7265.4
1_20494: transcript:QX1410.7266.1
1_20495: transcript:QX1410.7267.1
1_20496: transcript:QX1410.7267.2
1_20497: transcript:QX1410.7267.3
1_20498: transcript:QX1410.7268.1
1_20499: transcript:QX1410.7269.1
1_20500: transcript:QX1410.7270.1
1_20501: transcript:QX1410.7271.1
1_20502: transcript:QX1410.7271.2
1_20503: transcript:QX1410.7271.3
1_20504: transcript:QX1410.7271.4
1_20505: transcript:QX1410.7271.5
1_20506: transcript:QX1410.7272.1
1_20507: transcript:QX1410.7273.1
1_20508: transcript:QX1410.7273.2
1_20509: transcript:QX1410.7273.3
1_20510: transcript:QX1410.7274.1
1_20511: transcript:QX1410.7275.1
1_20512: transcript:QX1410.7276.1
1_20513: transcript:QX1410.7276.2
1_20514: transcript:QX1410.7275.2
1_20515: transcript:QX1410.7277.1
1_20516: transcript:QX1410.7278.1
1_20517: transcript:QX1410.7278.2
1_20518: transcript:QX1410.7278.3
1_20519: transcript:QX1410.7279.1
1_20520: transcript:QX1410.7279.2
1_20521: transcript:QX1410.7279.3
1_20522: transcript:QX1410.7279.4
1_20523: transcript:QX1410.7279.5
1_20524: transcript:QX1410.7280.1
1_20525: transcript:QX1410.7280.2
1_20526: transcript:QX1410.7281.1
1_20527: transcript:QX1410.7281.2
1_20528: transcript:QX1410.7282.1
1_20529: transcript:QX1410.7282.2
1_20530: transcript:QX1410.7283.1
1_20531: transcript:QX1410.7283.2
1_20532: transcript:QX1410.7284.1
1_20533: transcript:QX1410.7284.2
1_20534: transcript:QX1410.7284.3
1_20535: transcript:QX1410.7284.4
1_20536: transcript:QX1410.7285.1
1_20537: transcript:QX1410.7285.2
1_20538: transcript:QX1410.7286.1
1_20539: transcript:QX1410.7287.1
1_20540: transcript:QX1410.7287.2
1_20541: transcript:QX1410.7288.1
1_20542: transcript:QX1410.7289.1
1_20543: transcript:QX1410.7289.2
1_20544: transcript:QX1410.7290.1
1_20545: transcript:QX1410.7291.1
1_20546: transcript:QX1410.7292.1
1_20547: transcript:QX1410.7293.1
1_20548: transcript:QX1410.7294.1
1_20549: transcript:QX1410.7295.1
1_20550: transcript:QX1410.7295.2
1_20551: transcript:QX1410.7295.3
1_20552: transcript:QX1410.7296.1
1_20553: transcript:QX1410.7297.1
1_20554: transcript:QX1410.7298.1
1_20555: transcript:QX1410.7299.1
1_20556: transcript:QX1410.7299.2
1_20557: transcript:QX1410.7300.1
1_20558: transcript:QX1410.7301.1
1_20559: transcript:QX1410.7302.1
1_20560: transcript:QX1410.7302.2
1_20561: transcript:QX1410.7303.1
1_20562: transcript:QX1410.7303.2
1_20563: transcript:QX1410.7304.1
1_20564: transcript:QX1410.7305.1
1_20565: transcript:QX1410.7306.1
1_20566: transcript:QX1410.7306.2
1_20567: transcript:QX1410.7306.3
1_20568: transcript:QX1410.7307.1
1_20569: transcript:QX1410.7308.1
1_20570: transcript:QX1410.7308.2
1_20571: transcript:QX1410.7309.1
1_20572: transcript:QX1410.7310.1
1_20573: transcript:QX1410.7310.2
1_20574: transcript:QX1410.7311.1
1_20575: transcript:QX1410.7311.2
1_20576: transcript:QX1410.7312.1
1_20577: transcript:QX1410.7313.1
1_20578: transcript:QX1410.7314.1
1_20579: transcript:QX1410.7315.1
1_20580: transcript:QX1410.7315.2
1_20581: transcript:QX1410.7316.1
1_20582: transcript:QX1410.7316.2
1_20583: transcript:QX1410.7317.1
1_20584: transcript:QX1410.7317.2
1_20585: transcript:QX1410.7317.3
1_20586: transcript:QX1410.7318.1
1_20587: transcript:QX1410.7318.2
1_20588: transcript:QX1410.7319.1
1_20589: transcript:QX1410.7320.1
1_20590: transcript:QX1410.7320.2
1_20591: transcript:QX1410.7321.1
1_20592: transcript:QX1410.7321.2
1_20593: transcript:QX1410.7321.3
1_20594: transcript:QX1410.7321.4
1_20595: transcript:QX1410.7321.5
1_20596: transcript:QX1410.7322.1
1_20597: transcript:QX1410.7322.2
1_20598: transcript:QX1410.7323.1
1_20599: transcript:QX1410.7324.1
1_20600: transcript:QX1410.7325.1
1_20601: transcript:QX1410.7324.2
1_20602: transcript:QX1410.7324.3
1_20603: transcript:QX1410.7326.1
1_20604: transcript:QX1410.7327.1
1_20605: transcript:QX1410.7327.2
1_20606: transcript:QX1410.7328.1
1_20607: transcript:QX1410.7329.1
1_20608: transcript:QX1410.7330.1
1_20609: transcript:QX1410.7331.1
1_20610: transcript:QX1410.7331.2
1_20611: transcript:QX1410.7332.1
1_20612: transcript:QX1410.7333.1
1_20613: transcript:QX1410.7334.1
1_20614: transcript:QX1410.7334.2
1_20615: transcript:QX1410.7335.1
1_20616: transcript:QX1410.7336.1
1_20617: transcript:QX1410.7336.2
1_20618: transcript:QX1410.7337.1
1_20619: transcript:QX1410.7338.1
1_20620: transcript:QX1410.7338.2
1_20621: transcript:QX1410.7339.1
1_20622: transcript:QX1410.7339.2
1_20623: transcript:QX1410.7340.1
1_20624: transcript:QX1410.7341.1
1_20625: transcript:QX1410.7342.1
1_20626: transcript:QX1410.7343.1
1_20627: transcript:QX1410.7343.2
1_20628: transcript:QX1410.7343.3
1_20629: transcript:QX1410.7344.1
1_20630: transcript:QX1410.7345.1
1_20631: transcript:QX1410.7346.1
1_20632: transcript:QX1410.7347.1
1_20633: transcript:QX1410.7348.1
1_20634: transcript:QX1410.7349.1
1_20635: transcript:QX1410.7350.1
1_20636: transcript:QX1410.7351.1
1_20637: transcript:QX1410.7351.2
1_20638: transcript:QX1410.7352.1
1_20639: transcript:QX1410.7352.2
1_20640: transcript:QX1410.7353.1
1_20641: transcript:QX1410.7353.2
1_20642: transcript:QX1410.7353.3
1_20643: transcript:QX1410.7354.1
1_20644: transcript:QX1410.7355.1
1_20645: transcript:QX1410.7355.2
1_20646: transcript:QX1410.7356.1
1_20647: transcript:QX1410.7357.1
1_20648: transcript:QX1410.7358.1
1_20649: transcript:QX1410.7359.1
1_20650: transcript:QX1410.7360.1
1_20651: transcript:QX1410.7361.1
1_20652: transcript:QX1410.7362.1
1_20653: transcript:QX1410.7362.2
1_20654: transcript:QX1410.7362.3
1_20655: transcript:QX1410.7363.1
1_20656: transcript:QX1410.7364.1
1_20657: transcript:QX1410.7365.1
1_20658: transcript:QX1410.7366.1
1_20659: transcript:QX1410.7366.2
1_20660: transcript:QX1410.7365.2
1_20661: transcript:QX1410.7367.1
1_20662: transcript:QX1410.7368.1
1_20663: transcript:QX1410.7368.2
1_20664: transcript:QX1410.7369.1
1_20665: transcript:QX1410.7370.1
1_20666: transcript:QX1410.7371.1
1_20667: transcript:QX1410.7371.2
1_20668: transcript:QX1410.7372.1
1_20669: transcript:QX1410.7373.1
1_20670: transcript:QX1410.7373.2
1_20671: transcript:QX1410.7374.1
1_20672: transcript:QX1410.7374.2
1_20673: transcript:QX1410.7374.3
1_20674: transcript:QX1410.7375.1
1_20675: transcript:QX1410.7376.1
1_20676: transcript:QX1410.7376.2
1_20677: transcript:QX1410.7376.3
1_20678: transcript:QX1410.7376.4
1_20679: transcript:QX1410.7377.1
1_20680: transcript:QX1410.7377.2
1_20681: transcript:QX1410.7377.3
1_20682: transcript:QX1410.7378.1
1_20683: transcript:QX1410.7378.2
1_20684: transcript:QX1410.7379.1
1_20685: transcript:QX1410.7379.2
1_20686: transcript:QX1410.7380.1
1_20687: transcript:QX1410.7381.1
1_20688: transcript:QX1410.7380.2
1_20689: transcript:QX1410.7380.3
1_20690: transcript:QX1410.7380.4
1_20691: transcript:QX1410.7381.2
1_20692: transcript:QX1410.7381.3
1_20693: transcript:QX1410.7382.1
1_20694: transcript:QX1410.7383.1
1_20695: transcript:QX1410.7384.1
1_20696: transcript:QX1410.7385.1
1_20697: transcript:QX1410.7386.1
1_20698: transcript:QX1410.7387.1
1_20699: transcript:QX1410.7388.1
1_20700: transcript:QX1410.7388.2
1_20701: transcript:QX1410.7389.1
1_20702: transcript:QX1410.7389.2
1_20703: transcript:QX1410.7390.1
1_20704: transcript:QX1410.7391.1
1_20705: transcript:QX1410.7392.1
1_20706: transcript:QX1410.7392.2
1_20707: transcript:QX1410.7393.1
1_20708: transcript:QX1410.7393.2
1_20709: transcript:QX1410.7394.1
1_20710: transcript:QX1410.7394.2
1_20711: transcript:QX1410.7394.3
1_20712: transcript:QX1410.7395.1
1_20713: transcript:QX1410.7396.1
1_20714: transcript:QX1410.7396.2
1_20715: transcript:QX1410.7396.3
1_20716: transcript:QX1410.7397.1
1_20717: transcript:QX1410.7397.2
1_20718: transcript:QX1410.7398.1
1_20719: transcript:QX1410.7398.2
1_20720: transcript:QX1410.7399.1
1_20721: transcript:QX1410.7399.2
1_20722: transcript:QX1410.7399.3
1_20723: transcript:QX1410.7399.4
1_20724: transcript:QX1410.7400.1
1_20725: transcript:QX1410.7401.1
1_20726: transcript:QX1410.7401.2
1_20727: transcript:QX1410.7402.1
1_20728: transcript:QX1410.7403.1
1_20729: transcript:QX1410.7403.2
1_20730: transcript:QX1410.7404.1
1_20731: transcript:QX1410.7405.1
1_20732: transcript:QX1410.7405.2
1_20733: transcript:QX1410.7406.1
1_20734: transcript:QX1410.7407.1
1_20735: transcript:QX1410.7408.1
1_20736: transcript:QX1410.7408.2
1_20737: transcript:QX1410.7407.2
1_20738: transcript:QX1410.7407.3
1_20739: transcript:QX1410.7407.4
1_20740: transcript:QX1410.7407.5
1_20741: transcript:QX1410.7409.1
1_20742: transcript:QX1410.7410.1
1_20743: transcript:QX1410.7411.1
1_20744: transcript:QX1410.7412.1
1_20745: transcript:QX1410.7413.1
1_20746: transcript:QX1410.7414.1
1_20747: transcript:QX1410.7415.1
1_20748: transcript:QX1410.7416.1
1_20749: transcript:QX1410.7417.1
1_20750: transcript:QX1410.7417.2
1_20751: transcript:QX1410.7417.3
1_20752: transcript:QX1410.7417.4
1_20753: transcript:QX1410.7417.5
1_20754: transcript:QX1410.7418.1
1_20755: transcript:QX1410.7419.1
1_20756: transcript:QX1410.7420.1
1_20757: transcript:QX1410.7421.1
1_20758: transcript:QX1410.7421.2
1_20759: transcript:QX1410.7421.3
1_20760: transcript:QX1410.7421.4
1_20761: transcript:QX1410.7421.5
1_20762: transcript:QX1410.7421.6
1_20763: transcript:QX1410.7422.1
1_20764: transcript:QX1410.7422.2
1_20765: transcript:QX1410.7421.7
1_20766: transcript:QX1410.7423.1
1_20767: transcript:QX1410.7423.2
1_20768: transcript:QX1410.7424.1
1_20769: transcript:QX1410.7424.2
1_20770: transcript:QX1410.7425.1
1_20771: transcript:QX1410.7426.1
1_20772: transcript:QX1410.7426.2
1_20773: transcript:QX1410.7427.1
1_20774: transcript:QX1410.7427.2
1_20775: transcript:QX1410.7427.3
1_20776: transcript:QX1410.7427.4
1_20777: transcript:QX1410.7428.1
1_20778: transcript:QX1410.7427.5
1_20779: transcript:QX1410.7429.1
1_20780: transcript:QX1410.7429.2
1_20781: transcript:QX1410.7429.3
1_20782: transcript:QX1410.7430.1
1_20783: transcript:QX1410.7430.2
1_20784: transcript:QX1410.7431.1
1_20785: transcript:QX1410.7432.1
1_20786: transcript:QX1410.7433.1
1_20787: transcript:QX1410.7433.2
1_20788: transcript:QX1410.7434.1
1_20789: transcript:QX1410.7434.2
1_20790: transcript:QX1410.7434.3
1_20791: transcript:QX1410.7435.1
1_20792: transcript:QX1410.7435.2
1_20793: transcript:QX1410.7436.1
1_20794: transcript:QX1410.7437.1
1_20795: transcript:QX1410.7438.1
1_20796: transcript:QX1410.7438.2
1_20797: transcript:QX1410.7439.1
1_20798: transcript:QX1410.7440.1
1_20799: transcript:QX1410.7441.1
1_20800: transcript:QX1410.7441.2
1_20801: transcript:QX1410.7441.3
1_20802: transcript:QX1410.7442.1
1_20803: transcript:QX1410.7443.1
1_20804: transcript:QX1410.7444.1
1_20805: transcript:QX1410.7445.1
1_20806: transcript:QX1410.7446.1
1_20807: transcript:QX1410.7447.1
1_20808: transcript:QX1410.7448.1
1_20809: transcript:QX1410.7449.1
1_20810: transcript:QX1410.7449.2
1_20811: transcript:QX1410.7450.1
1_20812: transcript:QX1410.7451.1
1_20813: transcript:QX1410.7451.2
1_20814: transcript:QX1410.7452.1
1_20815: transcript:QX1410.7452.2
1_20816: transcript:QX1410.7453.1
1_20817: transcript:QX1410.7454.1
1_20818: transcript:QX1410.7454.2
1_20819: transcript:QX1410.7455.1
1_20820: transcript:QX1410.7455.2
1_20821: transcript:QX1410.7456.1
1_20822: transcript:QX1410.7457.1
1_20823: transcript:QX1410.7458.1
1_20824: transcript:QX1410.7458.2
1_20825: transcript:QX1410.7459.1
1_20826: transcript:QX1410.7459.2
1_20827: transcript:QX1410.7459.3
1_20828: transcript:QX1410.7459.4
1_20829: transcript:QX1410.7459.5
1_20830: transcript:QX1410.7460.1
1_20831: transcript:QX1410.7461.1
1_20832: transcript:QX1410.7461.2
1_20833: transcript:QX1410.7461.3
1_20834: transcript:QX1410.7462.1
1_20835: transcript:QX1410.7462.2
1_20836: transcript:QX1410.7463.1
1_20837: transcript:QX1410.7464.1
