0_0: transcript:chrIII_pilon.g6684
1_12791: transcript:CTROP-g7245
1_12792: transcript:CTROP-g7246
1_12793: transcript:CTROP-g7247
1_12794: transcript:CTROP-g7248
1_12795: transcript:CTROP-g7249
1_12796: transcript:CTROP-g7250
1_12797: transcript:CTROP-g7251
1_12798: transcript:CTROP-g7252
1_12799: transcript:CTROP-g7253
1_12800: transcript:CTROP-g7254
1_12801: transcript:CTROP-g7255
1_12802: transcript:CTROP-g7256
1_12803: transcript:CTROP-g7257
1_12804: transcript:CTROP-g7258
1_12805: transcript:CTROP-g7259
1_12806: transcript:CTROP-g7260
1_12807: transcript:CTROP-g7261
1_12808: transcript:CTROP-g7262
1_12809: transcript:CTROP-g7263
1_12810: transcript:CTROP-g7264
1_12811: transcript:CTROP-g7265
1_12812: transcript:CTROP-g7266
1_12813: transcript:CTROP-g7267
1_12814: transcript:CTROP-g7268
1_12815: transcript:CTROP-g7269
1_12816: transcript:CTROP-g7270
1_12817: transcript:CTROP-g7271
1_12818: transcript:CTROP-g7272
1_12819: transcript:CTROP-g7273
1_12820: transcript:CTROP-g7274
1_12821: transcript:CTROP-g7275
1_12822: transcript:CTROP-g7276
1_12823: transcript:CTROP-g7277
1_12824: transcript:CTROP-g7278
1_12825: transcript:CTROP-g7279
1_12826: transcript:CTROP-g7280
1_12827: transcript:CTROP-g7281
1_12828: transcript:CTROP-g7282
1_12829: transcript:CTROP-g7283
1_12830: transcript:CTROP-g7284
1_12831: transcript:CTROP-g7285
1_12832: transcript:CTROP-g7286
1_12833: transcript:CTROP-g7287
1_12834: transcript:CTROP-g7288
1_12835: transcript:CTROP-g7289
1_12836: transcript:CTROP-g7290
1_12837: transcript:CTROP-g7291
1_12838: transcript:CTROP-g7292
1_12839: transcript:CTROP-g7293
1_12840: transcript:CTROP-g7294
1_12841: transcript:CTROP-g7295
1_12842: transcript:CTROP-g7296
1_12843: transcript:CTROP-g7297
1_12844: transcript:CTROP-g7298
1_12845: transcript:CTROP-g7299
1_12846: transcript:CTROP-g7300
1_12847: transcript:CTROP-g7301
1_12848: transcript:CTROP-g7302
1_12849: transcript:CTROP-g7303
1_12850: transcript:CTROP-g7304
1_12851: transcript:CTROP-g7305
1_12852: transcript:CTROP-g7306
1_12853: transcript:CTROP-g7307
1_12854: transcript:CTROP-g7308
1_12855: transcript:CTROP-g7309
1_12856: transcript:CTROP-g7310
1_12857: transcript:CTROP-g7311
1_12858: transcript:CTROP-g7312
1_12859: transcript:CTROP-g7313
1_12860: transcript:CTROP-g7314
1_12861: transcript:CTROP-g7315
1_12862: transcript:CTROP-g7316
1_12863: transcript:CTROP-g7317
1_12864: transcript:CTROP-g7318
1_12865: transcript:CTROP-g7319
1_12866: transcript:CTROP-g7320
1_12867: transcript:CTROP-g7321
1_12868: transcript:CTROP-g7322
1_12869: transcript:CTROP-g7323
1_12870: transcript:CTROP-g7324
1_12871: transcript:CTROP-g7325
1_12872: transcript:CTROP-g7326
1_12873: transcript:CTROP-g7327
1_12874: transcript:CTROP-g7328
1_12875: transcript:CTROP-g7329
1_12876: transcript:CTROP-g7330
1_12877: transcript:CTROP-g7331
1_12878: transcript:CTROP-g7332
1_12879: transcript:CTROP-g7333
1_12880: transcript:CTROP-g7334
1_12881: transcript:CTROP-g7335
1_12882: transcript:CTROP-g7336
1_12883: transcript:CTROP-g7337
1_12884: transcript:CTROP-g7338
1_12885: transcript:CTROP-g7339
1_12886: transcript:CTROP-g7340
1_12887: transcript:CTROP-g7341
1_12888: transcript:CTROP-g7342
1_12889: transcript:CTROP-g7343
1_12890: transcript:CTROP-g7344
1_12891: transcript:CTROP-g7345
1_12892: transcript:CTROP-g7346
1_12893: transcript:CTROP-g7347
1_12894: transcript:CTROP-g7348
1_12895: transcript:CTROP-g7349
1_12896: transcript:CTROP-g7350
1_12897: transcript:CTROP-g7351
1_12898: transcript:CTROP-g7352
1_12899: transcript:CTROP-g7353
1_12900: transcript:CTROP-g7354
1_12901: transcript:CTROP-g7355
1_12902: transcript:CTROP-g7356
1_12903: transcript:CTROP-g7357
1_12904: transcript:CTROP-g7358
1_12905: transcript:CTROP-g7359
1_12906: transcript:CTROP-g7360
1_12907: transcript:CTROP-g7361
1_12908: transcript:CTROP-g7362
1_12909: transcript:CTROP-g7363
1_12910: transcript:CTROP-g7364
1_12911: transcript:CTROP-g7365
1_12912: transcript:CTROP-g7366
1_12913: transcript:CTROP-g7367
1_12914: transcript:CTROP-g7368
1_12915: transcript:CTROP-g7369
1_12916: transcript:CTROP-g7370
1_12917: transcript:CTROP-g7371
1_12918: transcript:CTROP-g7372
1_12919: transcript:CTROP-g7373
1_12920: transcript:CTROP-g7374
1_12921: transcript:CTROP-g7375
1_12922: transcript:CTROP-g7376
1_12923: transcript:CTROP-g7377
1_12924: transcript:CTROP-g7378
1_12925: transcript:CTROP-g7379
1_12926: transcript:CTROP-g7380
1_12927: transcript:CTROP-g7381
1_12928: transcript:CTROP-g7382
1_12929: transcript:CTROP-g7383
1_12930: transcript:CTROP-g7384
1_12931: transcript:CTROP-g7385
1_12932: transcript:CTROP-g7386
1_12933: transcript:CTROP-g7387
1_12934: transcript:CTROP-g7388
1_12935: transcript:CTROP-g7389
1_12936: transcript:CTROP-g7390
1_12937: transcript:CTROP-g7391
1_12938: transcript:CTROP-g7392
1_12939: transcript:CTROP-g7393
1_12940: transcript:CTROP-g7394
1_12941: transcript:CTROP-g7395
1_12942: transcript:CTROP-g7396
1_12943: transcript:CTROP-g7397
1_12944: transcript:CTROP-g7398
1_12945: transcript:CTROP-g7399
1_12946: transcript:CTROP-g7400
1_12947: transcript:CTROP-g7401
1_12948: transcript:CTROP-g7402
1_12949: transcript:CTROP-g7403
1_12950: transcript:CTROP-g7404
1_12951: transcript:CTROP-g7405
1_12952: transcript:CTROP-g7406
1_12953: transcript:CTROP-g7407
1_12954: transcript:CTROP-g7408
1_12955: transcript:CTROP-g7409
1_12956: transcript:CTROP-g7410
1_12957: transcript:CTROP-g7411
1_12958: transcript:CTROP-g7412
1_12959: transcript:CTROP-g7413
1_12960: transcript:CTROP-g7414
1_12961: transcript:CTROP-g7415
1_12962: transcript:CTROP-g7416
1_12963: transcript:CTROP-g7417
1_12964: transcript:CTROP-g7418
1_12965: transcript:CTROP-g7419
1_12966: transcript:CTROP-g7420
1_12967: transcript:CTROP-g7421
1_12968: transcript:CTROP-g7422
1_12969: transcript:CTROP-g7423
1_12970: transcript:CTROP-g7424
1_12971: transcript:CTROP-g7425
1_12972: transcript:CTROP-g7426
1_12973: transcript:CTROP-g7427
1_12974: transcript:CTROP-g7428
1_12975: transcript:CTROP-g7429
1_12976: transcript:CTROP-g7430
1_12977: transcript:CTROP-g7431
1_12978: transcript:CTROP-g7432
1_12979: transcript:CTROP-g7433
1_12980: transcript:CTROP-g7434
1_12981: transcript:CTROP-g7435
1_12982: transcript:CTROP-g7436
1_12983: transcript:CTROP-g7437
1_12984: transcript:CTROP-g7438
1_12985: transcript:CTROP-g7439
1_12986: transcript:CTROP-g7440
1_12987: transcript:CTROP-g7441
1_12988: transcript:CTROP-g7442
1_12989: transcript:CTROP-g7443
1_12990: transcript:CTROP-g7444
1_12991: transcript:CTROP-g7445
1_12992: transcript:CTROP-g7446
1_12993: transcript:CTROP-g7447
1_12994: transcript:CTROP-g7448
1_12995: transcript:CTROP-g7449
1_12996: transcript:CTROP-g7450
1_12997: transcript:CTROP-g7451
1_12998: transcript:CTROP-g7452
1_12999: transcript:CTROP-g7454
1_13000: transcript:CTROP-g7455
1_13001: transcript:CTROP-g7453
1_13002: transcript:CTROP-g7456
1_13003: transcript:CTROP-g7457
1_13004: transcript:CTROP-g7458
1_13005: transcript:CTROP-g7459
1_13006: transcript:CTROP-g7460
1_13007: transcript:CTROP-g7461
1_13008: transcript:CTROP-g7462
1_13009: transcript:CTROP-g7463
1_13010: transcript:CTROP-g7464
1_13011: transcript:CTROP-g7465
1_13012: transcript:CTROP-g7466
1_13013: transcript:CTROP-g7467
1_13014: transcript:CTROP-g7468
1_13015: transcript:CTROP-g7469
1_13016: transcript:CTROP-g7470
1_13017: transcript:CTROP-g7471
1_13018: transcript:CTROP-g7472
1_13019: transcript:CTROP-g7473
1_13020: transcript:CTROP-g7474
1_13021: transcript:CTROP-g7475
1_13022: transcript:CTROP-g7476
1_13023: transcript:CTROP-g7477
1_13024: transcript:CTROP-g7478
1_13025: transcript:CTROP-g7479
1_13026: transcript:CTROP-g7480
1_13027: transcript:CTROP-g7481
1_13028: transcript:CTROP-g7482
1_13029: transcript:CTROP-g7483
1_13030: transcript:CTROP-g7484
1_13031: transcript:CTROP-g7485
1_13032: transcript:CTROP-g7486
1_13033: transcript:CTROP-g7487
1_13034: transcript:CTROP-g7488
1_13035: transcript:CTROP-g7489
1_13036: transcript:CTROP-g7490
1_13037: transcript:CTROP-g7491
1_13038: transcript:CTROP-g7492
1_13039: transcript:CTROP-g7493
1_13040: transcript:CTROP-g7494
1_13041: transcript:CTROP-g7495
1_13042: transcript:CTROP-g7496
1_13043: transcript:CTROP-g7497
1_13044: transcript:CTROP-g7498
1_13045: transcript:CTROP-g7499
1_13046: transcript:CTROP-g7500
1_13047: transcript:CTROP-g7501
1_13048: transcript:CTROP-g7502
1_13049: transcript:CTROP-g7503
1_13050: transcript:CTROP-g7504
1_13051: transcript:CTROP-g7505
1_13052: transcript:CTROP-g7506
1_13053: transcript:CTROP-g7507
1_13054: transcript:CTROP-g7508
1_13055: transcript:CTROP-g7509
1_13056: transcript:CTROP-g7510
1_13057: transcript:CTROP-g7511
1_13058: transcript:CTROP-g7512
1_13059: transcript:CTROP-g7513
1_13060: transcript:CTROP-g7514
1_13061: transcript:CTROP-g7515
1_13062: transcript:CTROP-g7516
1_13063: transcript:CTROP-g7517
1_13064: transcript:CTROP-g7518
1_13065: transcript:CTROP-g7519
1_13066: transcript:CTROP-g7520
1_13067: transcript:CTROP-g7521
1_13068: transcript:CTROP-g7522
1_13069: transcript:CTROP-g7523
1_13070: transcript:CTROP-g7524
1_13071: transcript:CTROP-g7525
1_13072: transcript:CTROP-g7526
1_13073: transcript:CTROP-g7527
1_13074: transcript:CTROP-g7528
1_13075: transcript:CTROP-g7529
1_13076: transcript:CTROP-g7530
1_13077: transcript:CTROP-g7531
1_13078: transcript:CTROP-g7532
1_13079: transcript:CTROP-g7533
1_13080: transcript:CTROP-g7534
1_13081: transcript:CTROP-g7535
1_13082: transcript:CTROP-g7536
1_13083: transcript:CTROP-g7537
1_13084: transcript:CTROP-g7538
1_13085: transcript:CTROP-g7539
1_13086: transcript:CTROP-g7540
1_13087: transcript:CTROP-g7541
1_13088: transcript:CTROP-g7542
1_13089: transcript:CTROP-g7544
1_13090: transcript:CTROP-g7543
1_13091: transcript:CTROP-g7545
1_13092: transcript:CTROP-g7546
1_13093: transcript:CTROP-g7547
1_13094: transcript:CTROP-g7548
1_13095: transcript:CTROP-g7549
1_13096: transcript:CTROP-g7550
1_13097: transcript:CTROP-g7551
1_13098: transcript:CTROP-g7552
1_13099: transcript:CTROP-g7553
1_13100: transcript:CTROP-g7554
1_13101: transcript:CTROP-g7555
1_13102: transcript:CTROP-g7556
1_13103: transcript:CTROP-g7557
1_13104: transcript:CTROP-g7558
1_13105: transcript:CTROP-g7559
1_13106: transcript:CTROP-g7560
1_13107: transcript:CTROP-g7561
1_13108: transcript:CTROP-g7562
1_13109: transcript:CTROP-g7563
1_13110: transcript:CTROP-g7564
1_13111: transcript:CTROP-g7565
1_13112: transcript:CTROP-g7566
1_13113: transcript:CTROP-g7567
1_13114: transcript:CTROP-g7568
1_13115: transcript:CTROP-g7569
1_13116: transcript:CTROP-g7570
1_13117: transcript:CTROP-g7571
1_13118: transcript:CTROP-g7572
1_13119: transcript:CTROP-g7573
1_13120: transcript:CTROP-g7574
1_13121: transcript:CTROP-g7575
1_13122: transcript:CTROP-g7576
1_13123: transcript:CTROP-g7577
1_13124: transcript:CTROP-g7578
1_13125: transcript:CTROP-g7579
1_13126: transcript:CTROP-g7580
1_13127: transcript:CTROP-g7581
1_13128: transcript:CTROP-g7582
1_13129: transcript:CTROP-g7583
1_13130: transcript:CTROP-g7584
1_13131: transcript:CTROP-g7585
1_13132: transcript:CTROP-g7586
1_13133: transcript:CTROP-g7587
1_13134: transcript:CTROP-g7588
1_13135: transcript:CTROP-g7589
1_13136: transcript:CTROP-g7590
1_13137: transcript:CTROP-g7591
1_13138: transcript:CTROP-g7592
1_13139: transcript:CTROP-g7593
1_13140: transcript:CTROP-g7594
1_13141: transcript:CTROP-g7595
1_13142: transcript:CTROP-g7596
1_13143: transcript:CTROP-g7597
1_13144: transcript:CTROP-g7598
1_13145: transcript:CTROP-g7599
1_13146: transcript:CTROP-g7600
1_13147: transcript:CTROP-g7601
1_13148: transcript:CTROP-g7602
1_13149: transcript:CTROP-g7603
1_13150: transcript:CTROP-g7604
1_13151: transcript:CTROP-g7605
1_13152: transcript:CTROP-g7606
1_13153: transcript:CTROP-g7607
1_13154: transcript:CTROP-g7608
1_13155: transcript:CTROP-g7609
1_13156: transcript:CTROP-g7610
1_13157: transcript:CTROP-g7611
1_13158: transcript:CTROP-g7612
1_13159: transcript:CTROP-g7613
1_13160: transcript:CTROP-g7614
1_13161: transcript:CTROP-g7615
1_13162: transcript:CTROP-g7616
1_13163: transcript:CTROP-g7617
1_13164: transcript:CTROP-g7618
1_13165: transcript:CTROP-g7619
1_13166: transcript:CTROP-g7620
1_13167: transcript:CTROP-g7621
1_13168: transcript:CTROP-g7622
1_13169: transcript:CTROP-g7623
1_13170: transcript:CTROP-g7624
1_13171: transcript:CTROP-g7625
1_13172: transcript:CTROP-g7626
1_13173: transcript:CTROP-g7627
1_13174: transcript:CTROP-g7628
1_13175: transcript:CTROP-g7629
1_13176: transcript:CTROP-g7630
1_13177: transcript:CTROP-g7631
1_13178: transcript:CTROP-g7632
1_13179: transcript:CTROP-g7633
1_13180: transcript:CTROP-g7634
1_13181: transcript:CTROP-g7635
1_13182: transcript:CTROP-g7636
1_13183: transcript:CTROP-g7637
1_13184: transcript:CTROP-g7638
1_13185: transcript:CTROP-g7639
1_13186: transcript:CTROP-g7640
1_13187: transcript:CTROP-g7641
1_13188: transcript:CTROP-g7642
1_13189: transcript:CTROP-g7643
1_13190: transcript:CTROP-g7644
1_13191: transcript:CTROP-g7645
1_13192: transcript:CTROP-g7646
1_13193: transcript:CTROP-g7647
1_13194: transcript:CTROP-g7652
1_13195: transcript:CTROP-g7653
1_13196: transcript:CTROP-g7654
1_13197: transcript:CTROP-g7648
1_13198: transcript:CTROP-g7649
1_13199: transcript:CTROP-g7655
1_13200: transcript:CTROP-g7656
1_13201: transcript:CTROP-g7657
1_13202: transcript:CTROP-g7658
1_13203: transcript:CTROP-g7659
1_13204: transcript:CTROP-g7660
1_13205: transcript:CTROP-g7650
1_13206: transcript:CTROP-g7651
1_13207: transcript:CTROP-g7661
1_13208: transcript:CTROP-g7662
1_13209: transcript:CTROP-g7663
1_13210: transcript:CTROP-g7664
1_13211: transcript:CTROP-g7665
1_13212: transcript:CTROP-g7666
1_13213: transcript:CTROP-g7667
1_13214: transcript:CTROP-g7668
1_13215: transcript:CTROP-g7669
1_13216: transcript:CTROP-g7670
1_13217: transcript:CTROP-g7671
1_13218: transcript:CTROP-g7672
1_13219: transcript:CTROP-g7673
1_13220: transcript:CTROP-g7674
1_13221: transcript:CTROP-g7675
1_13222: transcript:CTROP-g7676
1_13223: transcript:CTROP-g7677
1_13224: transcript:CTROP-g7678
1_13225: transcript:CTROP-g7679
1_13226: transcript:CTROP-g7680
1_13227: transcript:CTROP-g7681
1_13228: transcript:CTROP-g7682
1_13229: transcript:CTROP-g7683
1_13230: transcript:CTROP-g7684
1_13231: transcript:CTROP-g7685
1_13232: transcript:CTROP-g7686
1_13233: transcript:CTROP-g7687
1_13234: transcript:CTROP-g7688
1_13235: transcript:CTROP-g7689
1_13236: transcript:CTROP-g7690
1_13237: transcript:CTROP-g7691
1_13238: transcript:CTROP-g7692
1_13239: transcript:CTROP-g7693
1_13240: transcript:CTROP-g7694
1_13241: transcript:CTROP-g7695
1_13242: transcript:CTROP-g7696
1_13243: transcript:CTROP-g7697
1_13244: transcript:CTROP-g7698
1_13245: transcript:CTROP-g7699
1_13246: transcript:CTROP-g7700
1_13247: transcript:CTROP-g7701
1_13248: transcript:CTROP-g7702
1_13249: transcript:CTROP-g7703
1_13250: transcript:CTROP-g7704
1_13251: transcript:CTROP-g7705
1_13252: transcript:CTROP-g7706
1_13253: transcript:CTROP-g7707
1_13254: transcript:CTROP-g7708
1_13255: transcript:CTROP-g7709
1_13256: transcript:CTROP-g7710
1_13257: transcript:CTROP-g7711
1_13258: transcript:CTROP-g7712
1_13259: transcript:CTROP-g7713
1_13260: transcript:CTROP-g7714
1_13261: transcript:CTROP-g7715
1_13262: transcript:CTROP-g7716
1_13263: transcript:CTROP-g7717
1_13264: transcript:CTROP-g7718
1_13265: transcript:CTROP-g7719
1_13266: transcript:CTROP-g7720
1_13267: transcript:CTROP-g7721
1_13268: transcript:CTROP-g7722
1_13269: transcript:CTROP-g7723
1_13270: transcript:CTROP-g7724
1_13271: transcript:CTROP-g7725
1_13272: transcript:CTROP-g7726
1_13273: transcript:CTROP-g7727
1_13274: transcript:CTROP-g7728
1_13275: transcript:CTROP-g7729
1_13276: transcript:CTROP-g7730
1_13277: transcript:CTROP-g7731
1_13278: transcript:CTROP-g7732
1_13279: transcript:CTROP-g7733
1_13280: transcript:CTROP-g7734
1_13281: transcript:CTROP-g7735
1_13282: transcript:CTROP-g7736
1_13283: transcript:CTROP-g7737
1_13284: transcript:CTROP-g7738
1_13285: transcript:CTROP-g7739
1_13286: transcript:CTROP-g7740
1_13287: transcript:CTROP-g7741
1_13288: transcript:CTROP-g7742
1_13289: transcript:CTROP-g7743
1_13290: transcript:CTROP-g7744
1_13291: transcript:CTROP-g7745
1_13292: transcript:CTROP-g7746
1_13293: transcript:CTROP-g7747
1_13294: transcript:CTROP-g7748
1_13295: transcript:CTROP-g7749
1_13296: transcript:CTROP-g7750
1_13297: transcript:CTROP-g7751
1_13298: transcript:CTROP-g7752
1_13299: transcript:CTROP-g7753
1_13300: transcript:CTROP-g7754
1_13301: transcript:CTROP-g7755
1_13302: transcript:CTROP-g7756
1_13303: transcript:CTROP-g7757
1_13304: transcript:CTROP-g7758
1_13305: transcript:CTROP-g7759
1_13306: transcript:CTROP-g7760
1_13307: transcript:CTROP-g7761
1_13308: transcript:CTROP-g7762
1_13309: transcript:CTROP-g7763
1_13310: transcript:CTROP-g7764
1_13311: transcript:CTROP-g7765
1_13312: transcript:CTROP-g7766
1_13313: transcript:CTROP-g7767
1_13314: transcript:CTROP-g7768
1_13315: transcript:CTROP-g7769
1_13316: transcript:CTROP-g7770
1_13317: transcript:CTROP-g7771
1_13318: transcript:CTROP-g7774
1_13319: transcript:CTROP-g7772
1_13320: transcript:CTROP-g7773
1_13321: transcript:CTROP-g7775
1_13322: transcript:CTROP-g7776
1_13323: transcript:CTROP-g7777
1_13324: transcript:CTROP-g7778
1_13325: transcript:CTROP-g7779
1_13326: transcript:CTROP-g7780
1_13327: transcript:CTROP-g7781
1_13328: transcript:CTROP-g7782
1_13329: transcript:CTROP-g7783
1_13330: transcript:CTROP-g7784
1_13331: transcript:CTROP-g7785
1_13332: transcript:CTROP-g7786
1_13333: transcript:CTROP-g7787
1_13334: transcript:CTROP-g7788
1_13335: transcript:CTROP-g7789
1_13336: transcript:CTROP-g7790
1_13337: transcript:CTROP-g7791
1_13338: transcript:CTROP-g7792
1_13339: transcript:CTROP-g7793
1_13340: transcript:CTROP-g7794
1_13341: transcript:CTROP-g7795
1_13342: transcript:CTROP-g7796
1_13343: transcript:CTROP-g7797
1_13344: transcript:CTROP-g7798
1_13345: transcript:CTROP-g7799
1_13346: transcript:CTROP-g7800
1_13347: transcript:CTROP-g7801
1_13348: transcript:CTROP-g7802
1_13349: transcript:CTROP-g7803
1_13350: transcript:CTROP-g7804
1_13351: transcript:CTROP-g7805
1_13352: transcript:CTROP-g7806
1_13353: transcript:CTROP-g7807
1_13354: transcript:CTROP-g7808
1_13355: transcript:CTROP-g7809
1_13356: transcript:CTROP-g7810
1_13357: transcript:CTROP-g7811
1_13358: transcript:CTROP-g7812
1_13359: transcript:CTROP-g7813
1_13360: transcript:CTROP-g7814
1_13361: transcript:CTROP-g7815
1_13362: transcript:CTROP-g7816
1_13363: transcript:CTROP-g7817
1_13364: transcript:CTROP-g7818
1_13365: transcript:CTROP-g7819
1_13366: transcript:CTROP-g7820
1_13367: transcript:CTROP-g7821
1_13368: transcript:CTROP-g7822
1_13369: transcript:CTROP-g7823
1_13370: transcript:CTROP-g7824
1_13371: transcript:CTROP-g7825
1_13372: transcript:CTROP-g7826
1_13373: transcript:CTROP-g7827
1_13374: transcript:CTROP-g7828
1_13375: transcript:CTROP-g7829
1_13376: transcript:CTROP-g7830
1_13377: transcript:CTROP-g7831
1_13378: transcript:CTROP-g7832
1_13379: transcript:CTROP-g7833
1_13380: transcript:CTROP-g7834
1_13381: transcript:CTROP-g7835
1_13382: transcript:CTROP-g7836
1_13383: transcript:CTROP-g7837
1_13384: transcript:CTROP-g7838
1_13385: transcript:CTROP-g7839
1_13386: transcript:CTROP-g7840
1_13387: transcript:CTROP-g7841
1_13388: transcript:CTROP-g7842
1_13389: transcript:CTROP-g7843
1_13390: transcript:CTROP-g7844
1_13391: transcript:CTROP-g7845
1_13392: transcript:CTROP-g7846
1_13393: transcript:CTROP-g7847
1_13394: transcript:CTROP-g7848
1_13395: transcript:CTROP-g7849
1_13396: transcript:CTROP-g7850
1_13397: transcript:CTROP-g7851
1_13398: transcript:CTROP-g7852
1_13399: transcript:CTROP-g7853
1_13400: transcript:CTROP-g7854
1_13401: transcript:CTROP-g7855
1_13402: transcript:CTROP-g7856
1_13403: transcript:CTROP-g7857
1_13404: transcript:CTROP-g7858
1_13405: transcript:CTROP-g7859
1_13406: transcript:CTROP-g7860
1_13407: transcript:CTROP-g7861
1_13408: transcript:CTROP-g7862
1_13409: transcript:CTROP-g7863
1_13410: transcript:CTROP-g7864
1_13411: transcript:CTROP-g7865
1_13412: transcript:CTROP-g7866
1_13413: transcript:CTROP-g7867
1_13414: transcript:CTROP-g7868
1_13415: transcript:CTROP-g7869
1_13416: transcript:CTROP-g7870
1_13417: transcript:CTROP-g7874
1_13418: transcript:CTROP-g7875
1_13419: transcript:CTROP-g7871
1_13420: transcript:CTROP-g7872
1_13421: transcript:CTROP-g7873
