0_0: transcript:QX1410-16786-1
2_19894: transcript:CTROP-g19895
2_19895: transcript:CTROP-g19896
2_19896: transcript:CTROP-g19897
2_19897: transcript:CTROP-g19898
2_19898: transcript:CTROP-g19899
2_19899: transcript:CTROP-g19900
2_19900: transcript:CTROP-g19901
2_19901: transcript:CTROP-g19902
2_19902: transcript:CTROP-g19903
2_19903: transcript:CTROP-g19904
2_19904: transcript:CTROP-g19905
2_19905: transcript:CTROP-g19906
2_19906: transcript:CTROP-g19907
2_19907: transcript:CTROP-g19908
2_19908: transcript:CTROP-g19909
2_19909: transcript:CTROP-g19910
2_19910: transcript:CTROP-g19911
2_19911: transcript:CTROP-g19912
2_19912: transcript:CTROP-g19913
2_19913: transcript:CTROP-g19914
2_19914: transcript:CTROP-g19915
2_19915: transcript:CTROP-g19916
2_19916: transcript:CTROP-g19917
2_19917: transcript:CTROP-g19918
2_19918: transcript:CTROP-g19919
2_19919: transcript:CTROP-g19920
2_19920: transcript:CTROP-g19921
2_19921: transcript:CTROP-g19922
2_19922: transcript:CTROP-g19923
2_19923: transcript:CTROP-g19924
2_19924: transcript:CTROP-g19925
2_19925: transcript:CTROP-g19926
2_19926: transcript:CTROP-g19927
2_19927: transcript:CTROP-g19928
2_19928: transcript:CTROP-g19929
2_19929: transcript:CTROP-g19930
2_19930: transcript:CTROP-g19931
2_19931: transcript:CTROP-g19932
2_19932: transcript:CTROP-g19933
2_19933: transcript:CTROP-g19934
2_19934: transcript:CTROP-g19935
2_19935: transcript:CTROP-g19936
2_19936: transcript:CTROP-g19937
2_19937: transcript:CTROP-g19938
2_19938: transcript:CTROP-g19939
2_19939: transcript:CTROP-g19940
2_19940: transcript:CTROP-g19941
2_19941: transcript:CTROP-g19942
2_19942: transcript:CTROP-g19943
2_19943: transcript:CTROP-g19944
2_19944: transcript:CTROP-g19945
2_19945: transcript:CTROP-g19946
2_19946: transcript:CTROP-g19947
2_19947: transcript:CTROP-g19948
2_19948: transcript:CTROP-g19949
2_19949: transcript:CTROP-g19950
2_19950: transcript:CTROP-g19951
2_19951: transcript:CTROP-g19952
2_19952: transcript:CTROP-g19953
2_19953: transcript:CTROP-g19954
2_19954: transcript:CTROP-g19955
2_19955: transcript:CTROP-g19956
2_19956: transcript:CTROP-g19957
2_19957: transcript:CTROP-g19958
2_19958: transcript:CTROP-g19959
2_19959: transcript:CTROP-g19960
2_19960: transcript:CTROP-g19961
2_19961: transcript:CTROP-g19962
2_19962: transcript:CTROP-g19963
2_19963: transcript:CTROP-g19964
2_19964: transcript:CTROP-g19965
2_19965: transcript:CTROP-g19966
2_19966: transcript:CTROP-g19967
2_19967: transcript:CTROP-g19968
2_19968: transcript:CTROP-g19969
2_19969: transcript:CTROP-g19970
2_19970: transcript:CTROP-g19971
2_19971: transcript:CTROP-g19972
2_19972: transcript:CTROP-g19973
2_19973: transcript:CTROP-g19974
2_19974: transcript:CTROP-g19975
2_19975: transcript:CTROP-g19976
2_19976: transcript:CTROP-g19977
2_19977: transcript:CTROP-g19978
2_19978: transcript:CTROP-g19979
2_19979: transcript:CTROP-g19980
2_19980: transcript:CTROP-g19981
2_19981: transcript:CTROP-g19982
2_19982: transcript:CTROP-g19983
2_19983: transcript:CTROP-g19984
2_19984: transcript:CTROP-g19985
2_19985: transcript:CTROP-g19986
2_19986: transcript:CTROP-g19987
2_19987: transcript:CTROP-g19988
2_19988: transcript:CTROP-g19989
2_19989: transcript:CTROP-g19990
2_19990: transcript:CTROP-g19991
2_19991: transcript:CTROP-g19992
2_19992: transcript:CTROP-g19993
2_19993: transcript:CTROP-g19994
2_19994: transcript:CTROP-g19995
2_19995: transcript:CTROP-g19996
2_19996: transcript:CTROP-g19997
2_19997: transcript:CTROP-g19998
2_19998: transcript:CTROP-g19999
2_19999: transcript:CTROP-g20000
2_20000: transcript:CTROP-g20001
2_20001: transcript:CTROP-g20002
2_20002: transcript:CTROP-g20003
2_20003: transcript:CTROP-g20004
2_20004: transcript:CTROP-g20005
2_20005: transcript:CTROP-g20006
2_20006: transcript:CTROP-g20007
2_20007: transcript:CTROP-g20008
2_20008: transcript:CTROP-g20009
2_20009: transcript:CTROP-g20010
2_20010: transcript:CTROP-g20011
2_20011: transcript:CTROP-g20012
2_20012: transcript:CTROP-g20013
2_20013: transcript:CTROP-g20014
2_20014: transcript:CTROP-g20015
2_20015: transcript:CTROP-g20016
2_20016: transcript:CTROP-g20017
2_20017: transcript:CTROP-g20018
2_20018: transcript:CTROP-g20019
2_20019: transcript:CTROP-g20020
2_20020: transcript:CTROP-g20021
2_20021: transcript:CTROP-g20022
2_20022: transcript:CTROP-g20023
2_20023: transcript:CTROP-g20024
2_20024: transcript:CTROP-g20025
2_20025: transcript:CTROP-g20026
2_20026: transcript:CTROP-g20027
2_20027: transcript:CTROP-g20028
2_20028: transcript:CTROP-g20029
2_20029: transcript:CTROP-g20030
2_20030: transcript:CTROP-g20031
2_20031: transcript:CTROP-g20032
2_20032: transcript:CTROP-g20033
2_20033: transcript:CTROP-g20034
2_20034: transcript:CTROP-g20035
2_20035: transcript:CTROP-g20036
2_20036: transcript:CTROP-g20037
2_20037: transcript:CTROP-g20038
2_20038: transcript:CTROP-g20039
2_20039: transcript:CTROP-g20040
2_20040: transcript:CTROP-g20041
2_20041: transcript:CTROP-g20042
2_20042: transcript:CTROP-g20043
2_20043: transcript:CTROP-g20044
2_20044: transcript:CTROP-g20045
2_20045: transcript:CTROP-g20046
2_20046: transcript:CTROP-g20047
2_20047: transcript:CTROP-g20048
2_20048: transcript:CTROP-g20049
2_20049: transcript:CTROP-g20050
2_20050: transcript:CTROP-g20051
2_20051: transcript:CTROP-g20052
2_20052: transcript:CTROP-g20053
2_20053: transcript:CTROP-g20054
2_20054: transcript:CTROP-g20055
2_20055: transcript:CTROP-g20056
2_20056: transcript:CTROP-g20057
2_20057: transcript:CTROP-g20058
2_20058: transcript:CTROP-g20059
2_20059: transcript:CTROP-g20060
2_20060: transcript:CTROP-g20061
2_20061: transcript:CTROP-g20062
2_20062: transcript:CTROP-g20063
2_20063: transcript:CTROP-g20064
2_20064: transcript:CTROP-g20065
2_20065: transcript:CTROP-g20066
2_20066: transcript:CTROP-g20067
2_20067: transcript:CTROP-g20068
2_20068: transcript:CTROP-g20069
2_20069: transcript:CTROP-g20070
2_20070: transcript:CTROP-g20071
2_20071: transcript:CTROP-g20072
2_20072: transcript:CTROP-g20073
2_20073: transcript:CTROP-g20074
2_20074: transcript:CTROP-g20075
2_20075: transcript:CTROP-g20076
2_20076: transcript:CTROP-g20077
2_20077: transcript:CTROP-g20078
2_20078: transcript:CTROP-g20079
2_20079: transcript:CTROP-g20080
2_20080: transcript:CTROP-g20081
2_20081: transcript:CTROP-g20082
2_20082: transcript:CTROP-g20083
2_20083: transcript:CTROP-g20084
2_20084: transcript:CTROP-g20085
2_20085: transcript:CTROP-g20086
2_20086: transcript:CTROP-g20087
2_20087: transcript:CTROP-g20088
2_20088: transcript:CTROP-g20089
2_20089: transcript:CTROP-g20090
2_20090: transcript:CTROP-g20091
2_20091: transcript:CTROP-g20092
2_20092: transcript:CTROP-g20093
2_20093: transcript:CTROP-g20094
2_20094: transcript:CTROP-g20095
2_20095: transcript:CTROP-g20096
2_20096: transcript:CTROP-g20097
2_20097: transcript:CTROP-g20098
2_20098: transcript:CTROP-g20099
2_20099: transcript:CTROP-g20100
2_20100: transcript:CTROP-g20101
2_20101: transcript:CTROP-g20102
2_20102: transcript:CTROP-g20103
2_20103: transcript:CTROP-g20104
2_20104: transcript:CTROP-g20105
2_20105: transcript:CTROP-g20106
2_20106: transcript:CTROP-g20107
2_20107: transcript:CTROP-g20108
2_20108: transcript:CTROP-g20109
2_20109: transcript:CTROP-g20110
2_20110: transcript:CTROP-g20111
2_20111: transcript:CTROP-g20112
2_20112: transcript:CTROP-g20113
2_20113: transcript:CTROP-g20114
2_20114: transcript:CTROP-g20115
2_20115: transcript:CTROP-g20116
2_20116: transcript:CTROP-g20117
2_20117: transcript:CTROP-g20118
2_20118: transcript:CTROP-g20119
2_20119: transcript:CTROP-g20120
2_20120: transcript:CTROP-g20121
2_20121: transcript:CTROP-g20122
2_20122: transcript:CTROP-g20123
2_20123: transcript:CTROP-g20124
2_20124: transcript:CTROP-g20125
2_20125: transcript:CTROP-g20126
2_20126: transcript:CTROP-g20127
2_20127: transcript:CTROP-g20128
2_20128: transcript:CTROP-g20129
2_20129: transcript:CTROP-g20130
2_20130: transcript:CTROP-g20131
2_20131: transcript:CTROP-g20132
2_20132: transcript:CTROP-g20133
2_20133: transcript:CTROP-g20134
2_20134: transcript:CTROP-g20135
2_20135: transcript:CTROP-g20136
2_20136: transcript:CTROP-g20137
2_20137: transcript:CTROP-g20138
2_20138: transcript:CTROP-g20139
2_20139: transcript:CTROP-g20140
2_20140: transcript:CTROP-g20141
2_20141: transcript:CTROP-g20142
2_20142: transcript:CTROP-g20143
2_20143: transcript:CTROP-g20145
2_20144: transcript:CTROP-g20144
2_20145: transcript:CTROP-g20146
2_20146: transcript:CTROP-g20147
2_20147: transcript:CTROP-g20148
2_20148: transcript:CTROP-g20149
2_20149: transcript:CTROP-g20150
2_20150: transcript:CTROP-g20151
2_20151: transcript:CTROP-g20152
2_20152: transcript:CTROP-g20153
2_20153: transcript:CTROP-g20154
2_20154: transcript:CTROP-g20155
2_20155: transcript:CTROP-g20156
2_20156: transcript:CTROP-g20157
2_20157: transcript:CTROP-g20158
2_20158: transcript:CTROP-g20159
2_20159: transcript:CTROP-g20160
2_20160: transcript:CTROP-g20161
2_20161: transcript:CTROP-g20162
2_20162: transcript:CTROP-g20163
2_20163: transcript:CTROP-g20164
2_20164: transcript:CTROP-g20165
2_20165: transcript:CTROP-g20166
2_20166: transcript:CTROP-g20167
2_20167: transcript:CTROP-g20168
2_20168: transcript:CTROP-g20169
2_20169: transcript:CTROP-g20170
2_20170: transcript:CTROP-g20171
2_20171: transcript:CTROP-g20172
2_20172: transcript:CTROP-g20173
2_20173: transcript:CTROP-g20174
2_20174: transcript:CTROP-g20175
2_20175: transcript:CTROP-g20176
2_20176: transcript:CTROP-g20177
2_20177: transcript:CTROP-g20178
2_20178: transcript:CTROP-g20179
2_20179: transcript:CTROP-g20180
2_20180: transcript:CTROP-g20181
2_20181: transcript:CTROP-g20182
2_20182: transcript:CTROP-g20183
2_20183: transcript:CTROP-g20184
2_20184: transcript:CTROP-g20185
2_20185: transcript:CTROP-g20186
2_20186: transcript:CTROP-g20187
2_20187: transcript:CTROP-g20188
2_20188: transcript:CTROP-g20189
2_20189: transcript:CTROP-g20190
2_20190: transcript:CTROP-g20191
2_20191: transcript:CTROP-g20192
2_20192: transcript:CTROP-g20193
2_20193: transcript:CTROP-g20194
2_20194: transcript:CTROP-g20195
2_20195: transcript:CTROP-g20196
2_20196: transcript:CTROP-g20197
2_20197: transcript:CTROP-g20198
2_20198: transcript:CTROP-g20199
2_20199: transcript:CTROP-g20200
2_20200: transcript:CTROP-g20201
2_20201: transcript:CTROP-g20202
2_20202: transcript:CTROP-g20203
2_20203: transcript:CTROP-g20204
2_20204: transcript:CTROP-g20205
2_20205: transcript:CTROP-g20206
2_20206: transcript:CTROP-g20207
2_20207: transcript:CTROP-g20208
2_20208: transcript:CTROP-g20209
2_20209: transcript:CTROP-g20210
2_20210: transcript:CTROP-g20211
2_20211: transcript:CTROP-g20212
2_20212: transcript:CTROP-g20213
2_20213: transcript:CTROP-g20214
2_20214: transcript:CTROP-g20215
2_20215: transcript:CTROP-g20216
2_20216: transcript:CTROP-g20217
2_20217: transcript:CTROP-g20218
2_20218: transcript:CTROP-g20219
2_20219: transcript:CTROP-g20220
2_20220: transcript:CTROP-g20221
2_20221: transcript:CTROP-g20222
2_20222: transcript:CTROP-g20223
2_20223: transcript:CTROP-g20224
2_20224: transcript:CTROP-g20225
2_20225: transcript:CTROP-g20226
2_20226: transcript:CTROP-g20227
2_20227: transcript:CTROP-g20228
2_20228: transcript:CTROP-g20229
2_20229: transcript:CTROP-g20230
2_20230: transcript:CTROP-g20231
2_20231: transcript:CTROP-g20232
2_20232: transcript:CTROP-g20233
2_20233: transcript:CTROP-g20234
2_20234: transcript:CTROP-g20235
2_20235: transcript:CTROP-g20236
2_20236: transcript:CTROP-g20237
2_20237: transcript:CTROP-g20238
2_20238: transcript:CTROP-g20239
2_20239: transcript:CTROP-g20240
2_20240: transcript:CTROP-g20241
2_20241: transcript:CTROP-g20242
2_20242: transcript:CTROP-g20243
2_20243: transcript:CTROP-g20244
2_20244: transcript:CTROP-g20245
2_20245: transcript:CTROP-g20246
2_20246: transcript:CTROP-g20247
2_20247: transcript:CTROP-g20248
2_20248: transcript:CTROP-g20249
2_20249: transcript:CTROP-g20250
2_20250: transcript:CTROP-g20251
2_20251: transcript:CTROP-g20252
2_20252: transcript:CTROP-g20253
2_20253: transcript:CTROP-g20254
2_20254: transcript:CTROP-g20255
2_20255: transcript:CTROP-g20256
2_20256: transcript:CTROP-g20257
2_20257: transcript:CTROP-g20258
2_20258: transcript:CTROP-g20259
2_20259: transcript:CTROP-g20260
2_20260: transcript:CTROP-g20261
2_20261: transcript:CTROP-g20262
2_20262: transcript:CTROP-g20263
2_20263: transcript:CTROP-g20264
2_20264: transcript:CTROP-g20265
2_20265: transcript:CTROP-g20266
2_20266: transcript:CTROP-g20267
2_20267: transcript:CTROP-g20268
2_20268: transcript:CTROP-g20269
2_20269: transcript:CTROP-g20270
2_20270: transcript:CTROP-g20271
2_20271: transcript:CTROP-g20272
2_20272: transcript:CTROP-g20273
2_20273: transcript:CTROP-g20274
2_20274: transcript:CTROP-g20275
2_20275: transcript:CTROP-g20276
2_20276: transcript:CTROP-g20277
2_20277: transcript:CTROP-g20278
2_20278: transcript:CTROP-g20279
2_20279: transcript:CTROP-g20280
2_20280: transcript:CTROP-g20281
2_20281: transcript:CTROP-g20282
2_20282: transcript:CTROP-g20283
2_20283: transcript:CTROP-g20284
2_20284: transcript:CTROP-g20285
2_20285: transcript:CTROP-g20286
2_20286: transcript:CTROP-g20287
2_20287: transcript:CTROP-g20288
2_20288: transcript:CTROP-g20289
2_20289: transcript:CTROP-g20290
2_20290: transcript:CTROP-g20291
2_20291: transcript:CTROP-g20292
2_20292: transcript:CTROP-g20293
2_20293: transcript:CTROP-g20294
2_20294: transcript:CTROP-g20295
2_20295: transcript:CTROP-g20296
2_20296: transcript:CTROP-g20297
2_20297: transcript:CTROP-g20298
2_20298: transcript:CTROP-g20299
2_20299: transcript:CTROP-g20300
2_20300: transcript:CTROP-g20301
2_20301: transcript:CTROP-g20302
2_20302: transcript:CTROP-g20303
2_20303: transcript:CTROP-g20304
2_20304: transcript:CTROP-g20305
2_20305: transcript:CTROP-g20306
2_20306: transcript:CTROP-g20307
2_20307: transcript:CTROP-g20308
2_20308: transcript:CTROP-g20309
2_20309: transcript:CTROP-g20310
2_20310: transcript:CTROP-g20311
2_20311: transcript:CTROP-g20312
2_20312: transcript:CTROP-g20313
2_20313: transcript:CTROP-g20314
2_20314: transcript:CTROP-g20315
2_20315: transcript:CTROP-g20316
2_20316: transcript:CTROP-g20317
2_20317: transcript:CTROP-g20318
2_20318: transcript:CTROP-g20319
2_20319: transcript:CTROP-g20320
2_20320: transcript:CTROP-g20321
2_20321: transcript:CTROP-g20322
2_20322: transcript:CTROP-g20323
2_20323: transcript:CTROP-g20324
2_20324: transcript:CTROP-g20325
2_20325: transcript:CTROP-g20326
2_20326: transcript:CTROP-g20327
2_20327: transcript:CTROP-g20328
2_20328: transcript:CTROP-g20329
2_20329: transcript:CTROP-g20330
2_20330: transcript:CTROP-g20331
2_20331: transcript:CTROP-g20332
2_20332: transcript:CTROP-g20333
2_20333: transcript:CTROP-g20334
2_20334: transcript:CTROP-g20335
2_20335: transcript:CTROP-g20336
2_20336: transcript:CTROP-g20337
2_20337: transcript:CTROP-g20338
2_20338: transcript:CTROP-g20339
2_20339: transcript:CTROP-g20340
2_20340: transcript:CTROP-g20341
2_20341: transcript:CTROP-g20342
2_20342: transcript:CTROP-g20343
2_20343: transcript:CTROP-g20344
2_20344: transcript:CTROP-g20345
2_20345: transcript:CTROP-g20346
2_20346: transcript:CTROP-g20347
2_20347: transcript:CTROP-g20348
2_20348: transcript:CTROP-g20349
2_20349: transcript:CTROP-g20350
2_20350: transcript:CTROP-g20351
2_20351: transcript:CTROP-g20352
2_20352: transcript:CTROP-g20353
2_20353: transcript:CTROP-g20354
2_20354: transcript:CTROP-g20355
2_20355: transcript:CTROP-g20356
2_20356: transcript:CTROP-g20357
2_20357: transcript:CTROP-g20358
2_20358: transcript:CTROP-g20359
2_20359: transcript:CTROP-g20360
2_20360: transcript:CTROP-g20361
2_20361: transcript:CTROP-g20362
2_20362: transcript:CTROP-g20363
2_20363: transcript:CTROP-g20364
2_20364: transcript:CTROP-g20365
2_20365: transcript:CTROP-g20366
2_20366: transcript:CTROP-g20367
2_20367: transcript:CTROP-g20368
2_20368: transcript:CTROP-g20369
2_20369: transcript:CTROP-g20370
2_20370: transcript:CTROP-g20371
2_20371: transcript:CTROP-g20372
2_20372: transcript:CTROP-g20373
2_20373: transcript:CTROP-g20374
2_20374: transcript:CTROP-g20375
2_20375: transcript:CTROP-g20376
2_20376: transcript:CTROP-g20377
2_20377: transcript:CTROP-g20378
2_20378: transcript:CTROP-g20379
2_20379: transcript:CTROP-g20380
2_20380: transcript:CTROP-g20381
2_20381: transcript:CTROP-g20382
2_20382: transcript:CTROP-g20383
2_20383: transcript:CTROP-g20384
2_20384: transcript:CTROP-g20385
2_20385: transcript:CTROP-g20386
2_20386: transcript:CTROP-g20387
2_20387: transcript:CTROP-g20388
2_20388: transcript:CTROP-g20389
2_20389: transcript:CTROP-g20390
2_20390: transcript:CTROP-g20391
2_20391: transcript:CTROP-g20392
2_20392: transcript:CTROP-g20393
2_20393: transcript:CTROP-g20394
2_20394: transcript:CTROP-g20395
2_20395: transcript:CTROP-g20396
2_20396: transcript:CTROP-g20397
2_20397: transcript:CTROP-g20398
2_20398: transcript:CTROP-g20399
2_20399: transcript:CTROP-g20400
2_20400: transcript:CTROP-g20401
2_20401: transcript:CTROP-g20402
2_20402: transcript:CTROP-g20403
2_20403: transcript:CTROP-g20404
2_20404: transcript:CTROP-g20405
2_20405: transcript:CTROP-g20406
2_20406: transcript:CTROP-g20407
2_20407: transcript:CTROP-g20408
2_20408: transcript:CTROP-g20409
2_20409: transcript:CTROP-g20410
2_20410: transcript:CTROP-g20411
2_20411: transcript:CTROP-g20412
2_20412: transcript:CTROP-g20413
2_20413: transcript:CTROP-g20414
2_20414: transcript:CTROP-g20416
2_20415: transcript:CTROP-g20415
2_20416: transcript:CTROP-g20417
2_20417: transcript:CTROP-g20418
2_20418: transcript:CTROP-g20419
2_20419: transcript:CTROP-g20420
2_20420: transcript:CTROP-g20421
2_20421: transcript:CTROP-g20422
2_20422: transcript:CTROP-g20423
2_20423: transcript:CTROP-g20424
2_20424: transcript:CTROP-g20425
2_20425: transcript:CTROP-g20426
2_20426: transcript:CTROP-g20427
2_20427: transcript:CTROP-g20428
2_20428: transcript:CTROP-g20429
2_20429: transcript:CTROP-g20430
2_20430: transcript:CTROP-g20431
2_20431: transcript:CTROP-g20432
2_20432: transcript:CTROP-g20433
2_20433: transcript:CTROP-g20434
2_20434: transcript:CTROP-g20435
2_20435: transcript:CTROP-g20436
2_20436: transcript:CTROP-g20437
2_20437: transcript:CTROP-g20438
2_20438: transcript:CTROP-g20439
2_20439: transcript:CTROP-g20440
2_20440: transcript:CTROP-g20441
2_20441: transcript:CTROP-g20442
2_20442: transcript:CTROP-g20443
2_20443: transcript:CTROP-g20444
2_20444: transcript:CTROP-g20445
2_20445: transcript:CTROP-g20446
2_20446: transcript:CTROP-g20447
2_20447: transcript:CTROP-g20448
2_20448: transcript:CTROP-g20449
2_20449: transcript:CTROP-g20450
2_20450: transcript:CTROP-g20451
2_20451: transcript:CTROP-g20452
2_20452: transcript:CTROP-g20453
2_20453: transcript:CTROP-g20454
2_20454: transcript:CTROP-g20455
2_20455: transcript:CTROP-g20456
2_20456: transcript:CTROP-g20457
2_20457: transcript:CTROP-g20458
2_20458: transcript:CTROP-g20459
2_20459: transcript:CTROP-g20460
2_20460: transcript:CTROP-g20461
2_20461: transcript:CTROP-g20462
2_20462: transcript:CTROP-g20463
2_20463: transcript:CTROP-g20464
2_20464: transcript:CTROP-g20465
2_20465: transcript:CTROP-g20466
2_20466: transcript:CTROP-g20467
2_20467: transcript:CTROP-g20468
2_20468: transcript:CTROP-g20469
2_20469: transcript:CTROP-g20470
2_20470: transcript:CTROP-g20471
2_20471: transcript:CTROP-g20472
2_20472: transcript:CTROP-g20473
2_20473: transcript:CTROP-g20474
2_20474: transcript:CTROP-g20475
2_20475: transcript:CTROP-g20476
2_20476: transcript:CTROP-g20477
2_20477: transcript:CTROP-g20478
2_20478: transcript:CTROP-g20479
2_20479: transcript:CTROP-g20480
2_20480: transcript:CTROP-g20481
2_20481: transcript:CTROP-g20482
